kW,V,I,t
0.7577999999999999,378.9,2.0,84.0
5.547,369.8,15.0,85.0
5.159,368.5,14.0,86.0
-0.762,381.0,-2.0,87.0
0.0,379.5,0.0,88.0
1.1321999999999999,377.4,3.0,89.0
2.6117000000000004,373.1,7.0,90.0
1.1274000000000002,375.8,3.0,91.0
2.25,375.0,6.0,92.0
1.1331,377.7,3.0,93.0
2.6166,373.8,7.0,94.0
-0.3798,379.8,-1.0,95.0
4.4364,369.7,12.0,96.0
5.5035,366.9,15.0,97.0
8.721599999999999,363.4,24.0,98.0
6.210100000000001,365.3,17.0,99.0
6.2033,364.9,17.0,100.0
7.977200000000001,362.6,22.0,101.0
7.254,362.7,20.0,102.0
4.761900000000001,366.3,13.0,103.0
3.691,369.1,10.0,104.0
-0.3775,377.5,-1.0,105.0
0.7496,374.8,2.0,106.0
6.5682,364.9,18.0,107.0
4.4064,367.2,12.0,108.0
2.9631999999999996,370.4,8.0,109.0
6.1761,363.3,17.0,110.0
5.1184,365.6,14.0,111.0
-0.0,376.3,-0.0,112.0
0.0,375.7,0.0,113.0
5.1072,364.8,14.0,114.0
6.1557,362.1,17.0,115.0
-0.0,375.2,-0.0,116.0
2.9616,370.2,8.0,117.0
5.0988,364.2,14.0,118.0
4.0282,366.2,11.0,119.0
1.848,369.6,5.0,120.0
6.138700000000001,361.1,17.0,121.0
4.7307,363.9,13.0,122.0
6.4908,360.6,18.0,123.0
5.4525,363.5,15.0,124.0
5.0764000000000005,362.6,14.0,125.0
6.4782,359.9,18.0,126.0
1.1165999999999998,372.2,3.0,127.0
-0.0,374.7,-0.0,128.0
7.22,361.0,20.0,129.0
3.657,365.7,10.0,130.0
1.8515,370.3,5.0,131.0
4.722900000000001,363.3,13.0,132.0
1.1145,371.5,3.0,133.0
1.4852,371.3,4.0,134.0
5.7808,361.3,16.0,135.0
5.4285,361.9,15.0,136.0
6.815300000000001,358.7,19.0,137.0
-1.5064000000000002,376.6,-4.0,138.0
5.7664,360.4,16.0,139.0
5.7536000000000005,359.6,16.0,140.0
6.1166,359.8,17.0,141.0
2.924,365.5,8.0,142.0
6.7982,357.8,19.0,143.0
6.103,359.0,17.0,144.0
6.0927999999999995,358.4,17.0,145.0
6.4854,360.3,18.0,146.0
2.9208000000000003,365.1,8.0,147.0
0.0,372.3,0.0,148.0
0.0,372.6,0.0,149.0
0.0,372.9,0.0,150.0
0.0,373.4,0.0,151.0
0.0,373.4,0.0,152.0
0.0,373.7,0.0,153.0
0.0,374.1,0.0,154.0
0.0,374.0,0.0,155.0
0.0,374.4,0.0,156.0
0.0,374.8,0.0,157.0
0.0,374.6,0.0,158.0
0.0,374.9,0.0,159.0
0.0,374.8,0.0,160.0
0.0,375.3,0.0,161.0
0.37310000000000004,373.1,1.0,162.0
1.4792,369.8,4.0,163.0
0.746,373.0,2.0,164.0
0.7454,372.7,2.0,165.0
0.0,375.2,0.0,166.0
0.0,375.3,0.0,167.0
0.0,375.0,0.0,168.0
0.0,375.3,0.0,169.0
0.0,375.8,0.0,170.0
0.0,375.7,0.0,171.0
0.0,376.0,0.0,172.0
0.0,375.8,0.0,173.0
0.0,376.2,0.0,174.0
0.0,376.3,0.0,175.0
0.0,376.1,0.0,176.0
0.0,376.0,0.0,177.0
0.0,376.2,0.0,178.0
0.0,376.4,0.0,179.0
0.0,376.3,0.0,180.0
0.0,376.4,0.0,181.0
0.0,376.8,0.0,182.0
0.0,376.7,0.0,183.0
0.0,376.8,0.0,184.0
0.0,376.6,0.0,185.0
0.0,377.0,0.0,186.0
0.0,75.3,0.0,187.0
0.0,26.0,0.0,188.0
0.0,9.0,0.0,189.0
0.0,3.4,0.0,190.0
0.0,1.3,0.0,191.0
0.0,0.7,0.0,192.0
0.0,0.4,0.0,193.0
0.0,0.4,0.0,194.0
0.0,0.4,0.0,195.0
0.0,0.4,0.0,196.0
0.0,0.4,0.0,197.0
